customer_id,first_name,last_name,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,sex,age
2991,Fred,Catanheira,48,1964-06-27,Desktop Support Technician,Financial Services,Mass Customer,N,No,11.0,F,52
2992,Crystal,Assur,26,1974-05-31,Clinical Specialist,Health,Mass Customer,N,Yes,10.0,F,42
2993,Blinnie,Hazelden,85,1995-03-07,Graphic Designer,Financial Services,Affluent Customer,N,No,4.0,F,21
2994,Karlen,Iacovacci,26,1976-08-30,Accountant II,Manufacturing,Mass Customer,N,Yes,18.0,F,40
2995,Garvin,Cunradi,60,1997-01-14,,Health,Mass Customer,N,Yes,2.0,M,19
2996,Jerrylee,Shinfield,67,1967-05-05,Cost Accountant,Financial Services,Mass Customer,N,No,14.0,F,49
2997,Jo-ann,Carlile,57,1973-05-17,Computer Systems Analyst II,Health,Affluent Customer,N,No,10.0,F,43
2998,Quintana,Housley,34,2000-12-19,Nurse Practicioner,Manufacturing,High Net Worth,N,Yes,2.0,F,16
2999,Rinaldo,Diggin,28,,Business Systems Development Analyst,IT,Affluent Customer,N,Yes,,U,
3000,Tann,McCard,28,1974-05-15,Compensation Analyst,Financial Services,Affluent Customer,N,No,22.0,M,42
3001,Gal,Waleran,48,1977-07-22,Engineer IV,Argiculture,Mass Customer,N,No,20.0,M,39
3002,Tracey,Verdun,62,1956-12-06,Paralegal,Financial Services,Mass Customer,N,Yes,16.0,M,60
3003,Brita,Tupie,72,1963-05-02,Web Developer I,Retail,Mass Customer,N,Yes,4.0,F,53
3004,Waylon,Hammant,82,1955-02-20,Research Assistant II,Health,Mass Customer,N,Yes,16.0,M,61
3005,Rafaellle,Tantrum,36,1969-01-05,Human Resources Manager,Property,Affluent Customer,N,Yes,8.0,M,47
3006,Ariel,Dillingston,72,1988-12-06,,,Mass Customer,N,Yes,21.0,F,28
3007,Tudor,Pepper,38,1973-05-22,Environmental Tech,Manufacturing,Mass Customer,N,No,16.0,M,43
3008,Etta,Criag,40,1982-05-13,,Health,High Net Worth,N,Yes,17.0,F,34
3009,Hephzibah,Cliffe,11,1977-04-02,,Health,High Net Worth,N,Yes,14.0,F,39
3010,Tobye,Cock,16,1970-05-20,,,Affluent Customer,N,No,5.0,F,46
3011,Robena,Barks,84,1994-05-11,Staff Scientist,Financial Services,High Net Worth,N,No,3.0,F,22
3012,Devland,Probart,81,,Technical Writer,IT,Mass Customer,N,Yes,,U,
3013,Lorain,Eddisforth,94,1968-07-28,Office Assistant III,Property,High Net Worth,N,No,6.0,F,48
3014,Terrijo,Merlin,59,2001-03-30,Software Engineer II,,High Net Worth,N,No,1.0,F,15
3015,Queenie,Flips,25,2000-09-02,Assistant Manager,Retail,Affluent Customer,N,No,1.0,F,16
3016,Forster,Bumford,25,1985-08-11,Analog Circuit Design manager,Financial Services,High Net Worth,N,No,11.0,M,31
3017,Jason,De Lorenzo,88,1955-10-05,Operator,Financial Services,Affluent Customer,N,No,7.0,M,61
3018,Ainsley,Nissle,16,1971-08-24,Recruiter,,High Net Worth,N,Yes,15.0,F,45
3019,Alonso,Ceyssen,98,1986-02-02,Community Outreach Specialist,Manufacturing,Affluent Customer,N,Yes,14.0,M,30
3020,Witty,McArthur,13,1965-12-24,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,10.0,M,51
3021,Parker,Lukacs,4,1983-01-18,,,Mass Customer,N,No,9.0,M,33
3022,Gert,Kurtis,21,1988-08-23,,,High Net Worth,N,No,8.0,F,28
3023,Rikki,Bernet,37,1994-12-09,Accountant I,IT,High Net Worth,N,Yes,7.0,F,22
3024,Franz,Craddy,86,1959-01-08,,Health,Mass Customer,N,No,12.0,M,57
3025,Osgood,Stolting,27,1977-04-23,Compensation Analyst,Financial Services,Mass Customer,N,Yes,9.0,M,39
3026,Minda,Pendrid,11,1988-11-21,Account Representative III,Property,Mass Customer,N,Yes,5.0,F,28
3027,Augy,Rudall,83,1977-10-30,Research Nurse,Health,Mass Customer,N,Yes,5.0,M,39
3028,Leandra,Schubert,67,1956-07-07,General Manager,Manufacturing,High Net Worth,N,No,20.0,F,60
3029,Timmie,Gori,85,1978-07-17,Business Systems Development Analyst,Manufacturing,Mass Customer,N,No,13.0,M,38
3030,Flor,Agnew,68,1998-05-21,Technical Writer,Manufacturing,Affluent Customer,N,No,3.0,F,18
3031,Diego,Bertelmot,95,1996-02-02,Staff Scientist,Health,Mass Customer,N,Yes,5.0,M,20
3032,Renado,Wonfor,53,1992-08-02,Analog Circuit Design manager,Health,Affluent Customer,N,Yes,5.0,M,24
3033,Danielle,Kener,60,1979-03-17,Administrative Officer,Financial Services,High Net Worth,N,No,12.0,F,37
3034,Mara,Tofanini,54,1956-09-09,Web Designer IV,Manufacturing,Mass Customer,N,Yes,18.0,F,60
3035,Sigfrid,Caldecot,98,1980-04-15,Associate Professor,Health,High Net Worth,N,No,13.0,M,36
3036,Windy,Orehead,24,1977-04-17,Business Systems Development Analyst,Property,Affluent Customer,N,Yes,11.0,F,39
3037,Leanora,Isles,30,1971-10-27,Legal Assistant,Financial Services,High Net Worth,N,Yes,18.0,F,45
3038,Hermione,,45,1958-04-08,Senior Developer,,High Net Worth,N,No,13.0,F,58
3039,Coralie,Guitonneau,52,1968-07-28,,Financial Services,Affluent Customer,N,No,18.0,F,48
3040,Kameko,Kinrade,87,1966-11-28,General Manager,Retail,Mass Customer,N,No,5.0,F,50
3041,Sherrie,Kingaby,20,1974-03-12,Physical Therapy Assistant,Retail,Mass Customer,N,Yes,11.0,F,42
3042,Barris,Trayton,76,1971-03-17,Engineer II,Property,High Net Worth,N,Yes,15.0,M,45
3043,Kelcey,Argontt,21,1981-08-03,Legal Assistant,,Mass Customer,N,Yes,18.0,F,35
3044,Russell,Brittoner,59,1990-04-11,Occupational Therapist,Health,Affluent Customer,N,Yes,19.0,M,26
3045,Renato,Mungham,52,1996-10-02,Cost Accountant,Financial Services,Affluent Customer,N,Yes,2.0,M,20
3046,Shela,Ridgers,53,1964-06-07,Programmer Analyst III,Manufacturing,Affluent Customer,N,No,18.0,F,52
3047,Eddy,Cossans,20,1962-01-14,Speech Pathologist,Retail,Mass Customer,N,Yes,19.0,M,54
3048,Kenon,Messruther,38,1969-05-27,Legal Assistant,Manufacturing,Mass Customer,N,No,16.0,M,47
3049,Tristam,O'Fallone,72,1967-07-15,,Property,High Net Worth,N,Yes,12.0,M,49
3050,Dinnie,Worsom,90,1997-12-04,,,High Net Worth,N,No,5.0,F,19
3051,Edi,Lugton,81,1973-06-06,,Manufacturing,Affluent Customer,N,Yes,7.0,F,43
3052,Lisetta,,72,1976-09-08,Teacher,,Mass Customer,N,No,18.0,F,40
3053,Susie,,67,1984-09-12,Account Coordinator,Retail,High Net Worth,N,No,17.0,F,32
3054,Marieann,Wickey,94,1965-07-14,Operator,Manufacturing,Affluent Customer,N,No,16.0,F,51
3055,Viki,Drache,96,1999-08-23,General Manager,,Mass Customer,N,Yes,2.0,F,17
3056,Catlin,Storm,43,1968-05-27,Health Coach II,Entertainment,Mass Customer,N,No,18.0,F,48
3057,Mel,Shoebottom,96,1976-03-28,Executive Secretary,,Mass Customer,N,No,9.0,F,40
3058,Hamnet,Kibblewhite,67,1986-10-10,Human Resources Manager,Manufacturing,Mass Customer,N,Yes,16.0,M,30
3059,Hercules,Klewi,83,1958-06-09,Accountant IV,,Mass Customer,N,No,17.0,M,58
3060,Milton,Gorini,28,1982-09-14,VP Accounting,Financial Services,Mass Customer,N,Yes,6.0,M,34
3061,Evie,Bendtsen,51,1991-03-18,Office Assistant IV,Manufacturing,Affluent Customer,N,Yes,3.0,F,25
3062,Lesley,Ruskin,78,1962-11-09,Civil Engineer,Manufacturing,Mass Customer,N,No,13.0,M,54
3063,Andrea,Wildber,74,1999-11-04,VP Sales,Financial Services,Affluent Customer,N,No,2.0,M,17
3064,Zach,Billison,96,1995-06-14,Product Engineer,Financial Services,Affluent Customer,N,Yes,4.0,M,21
3065,Winna,Brusle,88,1978-01-05,Recruiter,Financial Services,High Net Worth,N,Yes,13.0,F,38
3066,Renell,Bellocht,29,1995-01-14,Paralegal,Financial Services,Affluent Customer,N,Yes,2.0,F,21
3067,Veronique,Wash,8,1991-01-13,Chief Design Engineer,Manufacturing,Mass Customer,N,Yes,9.0,F,25
3068,Gill,Branney,88,1990-12-07,Automation Specialist I,Manufacturing,Affluent Customer,N,No,1.0,F,26
3069,Phylis,Traves,59,1988-08-12,Senior Cost Accountant,Financial Services,Affluent Customer,N,No,12.0,F,28
3070,Malissia,Minthorpe,74,1998-07-27,Account Executive,Health,Affluent Customer,N,Yes,1.0,F,18
3071,Shirlee,Murdoch,59,1989-12-25,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,12.0,F,27
3072,Roma,Prettjohn,87,1979-04-12,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,10.0,M,37
3073,Hernando,Farnham,16,1967-04-12,Nurse,Telecommunications,Affluent Customer,N,No,17.0,M,49
3074,Tracie,Grishaev,31,1969-02-18,VP Quality Control,Health,Mass Customer,N,Yes,12.0,M,47
3075,Corty,Debell,36,1959-10-24,,Entertainment,Mass Customer,N,Yes,16.0,M,57
3076,Merna,Eyers,9,1991-10-01,Professor,Health,Mass Customer,N,Yes,4.0,F,25
3077,Emelen,Gillopp,19,2000-08-11,Information Systems Manager,Manufacturing,Affluent Customer,N,No,2.0,M,16
3078,Mariel,Blacksell,54,1982-08-16,Safety Technician III,Retail,Mass Customer,N,No,7.0,F,34
3079,Yorker,McKevany,34,1959-11-18,Legal Assistant,Retail,Mass Customer,N,Yes,20.0,M,57
3080,Christoforo,Santus,87,1958-10-06,Graphic Designer,Financial Services,High Net Worth,N,No,10.0,M,58
3081,Dodi,Volker,61,1971-07-25,Mechanical Systems Engineer,,High Net Worth,N,Yes,9.0,F,45
3082,Emlyn,Maile,68,1997-03-28,,Manufacturing,Mass Customer,N,Yes,2.0,M,19
3083,Cirillo,Duprey,44,1971-10-17,,,Mass Customer,N,Yes,12.0,M,45
3084,Birgit,Dowers,57,1959-07-16,Staff Scientist,Financial Services,Affluent Customer,N,Yes,16.0,F,57
3085,Kaleb,Eslemont,91,1978-01-21,Accountant IV,,Affluent Customer,N,No,5.0,M,38
3086,Pieter,Gadesby,18,,Biostatistician I,IT,High Net Worth,N,No,,U,
3087,Gerry,Scatcher,64,1986-04-02,Social Worker,Health,Mass Customer,N,No,9.0,M,30
3088,Hilarius,Trenbey,92,1974-05-09,,Retail,Affluent Customer,N,Yes,17.0,M,42
3089,Wood,Nathan,27,2000-02-24,Web Developer III,Manufacturing,Affluent Customer,N,Yes,2.0,M,16
3090,Zared,Pinchback,81,1964-12-06,Operator,Manufacturing,Mass Customer,N,No,8.0,M,52
3091,Guenevere,Treffry,88,1995-08-13,Payment Adjustment Coordinator,Manufacturing,Affluent Customer,N,Yes,3.0,F,21
3092,Hallie,Blackden,8,1972-12-17,Statistician IV,,Affluent Customer,N,No,9.0,F,44
3093,Harwilll,Crimes,31,1992-04-01,Mechanical Systems Engineer,Property,High Net Worth,N,Yes,6.0,M,24
3094,Izak,Andreutti,51,1989-05-28,Biostatistician II,,Mass Customer,N,Yes,17.0,M,27
3095,Joachim,,14,1998-10-11,Staff Accountant IV,Retail,High Net Worth,N,Yes,2.0,M,18
3096,Lulu,Cabane,32,1973-06-28,Associate Professor,Financial Services,Mass Customer,N,No,10.0,F,43
3097,Alessandro,Casley,2,1978-05-09,Actuary,Financial Services,Affluent Customer,N,Yes,19.0,M,38
3098,Tiff,Ovett,77,1980-07-15,Dental Hygienist,Health,Mass Customer,N,No,12.0,F,36
3099,Shelli,Benitti,73,1996-11-26,,Retail,Mass Customer,N,Yes,3.0,F,20
3100,Peggy,Wrankling,19,1954-02-09,Recruiter,,Mass Customer,N,No,7.0,F,62
3101,Paxton,Lermit,68,1987-08-27,Geological Engineer,Manufacturing,High Net Worth,N,No,12.0,M,29
3102,Paquito,Maitland,37,1990-06-04,Assistant Manager,Property,Affluent Customer,N,No,2.0,M,26
3103,Shaylah,Hatchell,5,1953-10-21,Safety Technician II,Retail,Mass Customer,N,No,20.0,F,63
3104,Diahann,Blundan,19,1994-11-30,Business Systems Development Analyst,Property,Mass Customer,N,Yes,2.0,F,22
3105,Bryn,Rycraft,88,1965-10-14,Teacher,Health,Mass Customer,N,No,12.0,M,51
3106,Yetty,Conneely,13,1989-06-03,,Financial Services,Mass Customer,N,Yes,21.0,F,27
3107,Dell,Tremathick,98,1960-08-15,Legal Assistant,,High Net Worth,N,No,9.0,F,56
3108,Trip,Ahmed,94,1967-10-01,Accounting Assistant III,Entertainment,Mass Customer,N,No,10.0,M,49
3109,Jeralee,Domleo,75,1958-06-23,Automation Specialist II,Health,Mass Customer,N,Yes,10.0,F,58
3110,Fabien,Iacapucci,14,1994-02-11,Community Outreach Specialist,IT,Affluent Customer,N,Yes,8.0,M,22
3111,Maxwell,Blabber,42,1997-03-11,Associate Professor,Financial Services,Mass Customer,N,Yes,4.0,M,19
3112,Terri,Gornal,41,2001-04-22,Internal Auditor,Retail,High Net Worth,N,Yes,1.0,M,15
3113,Wenonah,Lethabridge,52,1969-12-06,Teacher,Property,Mass Customer,N,Yes,18.0,F,47
3114,Judah,Prime,48,1974-09-05,Teacher,IT,Mass Customer,N,Yes,18.0,M,42
3115,Rip,Spiers,40,1981-02-26,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,8.0,M,35
3116,Correy,Loynes,16,1978-06-29,,Health,Mass Customer,N,No,7.0,M,38
3117,Nisse,Marriage,68,1995-06-11,Cost Accountant,Financial Services,Affluent Customer,N,Yes,6.0,F,21
3118,Cleveland,Coxon,54,1993-01-22,Occupational Therapist,Health,High Net Worth,N,No,9.0,M,23
3119,Earle,Frisby,13,1960-01-11,,,High Net Worth,N,No,19.0,M,56
3120,Lauree,O'Donnell,89,1979-02-04,Clinical Specialist,Health,Mass Customer,N,Yes,10.0,F,37
3121,Mahmoud,Batterbee,82,1959-05-11,Data Coordiator,Manufacturing,Mass Customer,N,No,19.0,M,57
3122,Cthrine,Orans,17,1980-08-17,,Manufacturing,High Net Worth,N,Yes,15.0,F,36
3123,Tina,Riggulsford,71,1976-08-17,Dental Hygienist,Health,High Net Worth,N,No,20.0,F,40
3124,Anastasie,Le Grand,73,1981-02-03,Account Executive,Retail,High Net Worth,N,Yes,9.0,F,35
3125,Krystyna,Scarasbrick,2,1978-08-21,Social Worker,Health,High Net Worth,N,Yes,5.0,F,38
3126,Bondon,Deeley,7,1986-10-16,Statistician IV,Financial Services,High Net Worth,N,No,12.0,M,30
3127,Tucker,Lewsley,39,1971-01-31,Research Nurse,Health,Mass Customer,N,No,10.0,M,45
3128,Betteanne,Alldread,96,1965-06-26,Geological Engineer,Manufacturing,High Net Worth,N,Yes,16.0,F,51
3129,Leola,Mandrier,44,1955-09-25,Analog Circuit Design manager,Property,High Net Worth,N,Yes,11.0,F,61
3130,Krissy,Robard,53,1971-01-25,VP Product Management,Telecommunications,Mass Customer,N,No,17.0,F,45
3131,Sybilla,O' Markey,63,1999-02-24,,Retail,Affluent Customer,N,Yes,3.0,F,17
3132,Nicko,Artois,33,1975-04-15,Sales Representative,Retail,Mass Customer,N,Yes,7.0,M,41
3133,Eda,MacCheyne,89,1999-05-10,Quality Control Specialist,Manufacturing,Mass Customer,N,No,2.0,F,17
3134,Pierette,Roseman,53,1995-01-20,,Manufacturing,Mass Customer,N,No,5.0,F,21
3135,Titus,Worsall,83,1962-01-14,Staff Scientist,Financial Services,Mass Customer,N,No,16.0,M,54
3136,Leonardo,Brennon,60,1998-08-25,Marketing Manager,Retail,Mass Customer,N,Yes,3.0,M,18
3137,Cathlene,,48,1993-03-13,Web Designer III,,Mass Customer,N,No,9.0,F,23
3138,Wait,Pardey,34,1971-02-19,Paralegal,Financial Services,Mass Customer,N,Yes,6.0,M,45
3139,Pail,De Blasi,65,1973-06-13,Paralegal,Financial Services,High Net Worth,N,Yes,17.0,M,43
3140,Britt,Muddimer,2,1985-06-11,Legal Assistant,Manufacturing,High Net Worth,N,No,16.0,F,31
3141,Esmaria,Kiernan,92,1995-11-04,Associate Professor,Retail,Mass Customer,N,Yes,3.0,F,21
3142,Hubert,Kliner,98,1992-08-04,Electrical Engineer,Manufacturing,Mass Customer,N,No,6.0,M,24
3143,Corabelle,Streatfeild,0,1996-10-24,Chief Design Engineer,Manufacturing,Mass Customer,N,No,5.0,F,20
3144,Ringo,Everson,94,1978-10-29,Programmer Analyst III,Manufacturing,Mass Customer,N,Yes,8.0,M,38
3145,Gar,Barnewille,17,1978-06-17,Paralegal,Financial Services,High Net Worth,N,Yes,7.0,M,38
3146,Fredrika,Kleinmintz,79,1978-01-28,Project Manager,Property,Mass Customer,N,No,15.0,F,38
3147,Bonnee,Farley,21,1976-10-02,,Retail,Affluent Customer,N,Yes,17.0,F,40
3148,Berky,Degoix,11,1974-10-09,Human Resources Assistant IV,,High Net Worth,N,Yes,10.0,M,42
3149,Caprice,Pack,31,1980-09-03,Tax Accountant,,Affluent Customer,N,Yes,5.0,F,36
3150,Morissa,Wolfendell,66,1991-10-07,Sales Associate,Financial Services,Mass Customer,N,No,5.0,F,25
3151,Thorn,Choffin,20,,Senior Developer,IT,Affluent Customer,N,Yes,,U,
3152,Lettie,McGenis,6,1999-06-07,Teacher,Financial Services,High Net Worth,N,Yes,3.0,F,17
3153,Hannis,Jakubovits,87,1973-12-30,Compensation Analyst,Financial Services,High Net Worth,N,No,15.0,F,43
3154,Angil,Ellesmere,63,1957-11-21,Desktop Support Technician,Telecommunications,Mass Customer,N,Yes,19.0,F,59
3155,Tiphani,Fritz,88,1976-12-25,Office Assistant I,IT,Affluent Customer,N,Yes,21.0,F,40
3156,Bearnard,Letixier,23,1976-09-28,,Financial Services,Mass Customer,N,No,4.0,M,40
3157,Hurlee,Fasson,46,1997-07-19,,Retail,Mass Customer,N,Yes,1.0,M,19
3158,Korey,Lansbury,27,1970-05-02,VP Quality Control,Telecommunications,Mass Customer,N,Yes,12.0,M,46
3159,Jesus,MacShirie,16,1967-02-01,,Financial Services,Affluent Customer,N,No,12.0,M,49
3160,Eadmund,Braycotton,87,1978-07-03,Mechanical Systems Engineer,IT,Mass Customer,N,No,21.0,M,38
3161,Cindie,Naldrett,71,1977-02-16,,Financial Services,Mass Customer,N,Yes,4.0,F,39
3162,Deanne,Delacour,76,1978-02-24,Media Manager IV,Argiculture,Mass Customer,N,Yes,15.0,F,38
3163,Irvine,Mc Mechan,38,1968-06-01,Environmental Specialist,Argiculture,Affluent Customer,N,No,19.0,M,48
3164,Hortensia,Rainger,53,1986-01-14,Human Resources Assistant II,Manufacturing,Mass Customer,N,Yes,14.0,F,30
3165,Vyky,Coppen,56,1975-05-18,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,Yes,10.0,F,41
3166,Bronson,Plowman,96,1955-05-11,Social Worker,Health,Mass Customer,N,No,20.0,M,61
3167,Vernor,Stedall,36,1995-01-20,Web Designer IV,Property,Mass Customer,N,No,5.0,M,21
3168,Johan,Dudderidge,89,1976-02-16,Assistant Manager,Health,Affluent Customer,N,No,22.0,M,40
3169,Maxim,Chavrin,96,1964-01-12,Payment Adjustment Coordinator,IT,Mass Customer,N,Yes,19.0,M,52
3170,Bethanne,Kytter,67,1968-01-26,Nurse Practicioner,Entertainment,Mass Customer,N,No,11.0,F,48
3171,Leif,,36,1967-05-23,Account Coordinator,Financial Services,Affluent Customer,N,Yes,10.0,M,49
3172,Marje,Kennewell,69,1961-12-17,,Retail,Affluent Customer,N,No,5.0,F,55
3173,Angelo,,55,2001-10-10,Computer Systems Analyst I,Health,Mass Customer,N,Yes,1.0,M,15
3174,Odele,Blackmore,67,1976-11-16,Research Associate,Financial Services,Affluent Customer,N,No,9.0,F,40
3175,Alphard,Cradduck,82,1984-12-30,Operator,Health,Mass Customer,N,No,16.0,M,32
3176,Rafe,Antoniak,60,1977-12-04,Physical Therapy Assistant,,Affluent Customer,N,No,16.0,M,39
3177,Titos,Scanes,93,1978-05-07,Database Administrator IV,,Affluent Customer,N,No,6.0,M,38
3178,Gan,Marrion,21,1971-09-28,VP Quality Control,Retail,Mass Customer,N,Yes,9.0,M,45
3179,Jarid,Redwood,87,1979-11-04,Assistant Media Planner,Entertainment,Affluent Customer,N,Yes,17.0,M,37
3180,Gage,,96,1974-06-14,Business Systems Development Analyst,IT,Mass Customer,N,Yes,19.0,M,42
3181,Ferd,Chominski,39,1976-09-29,Senior Editor,Financial Services,High Net Worth,N,No,6.0,M,40
3182,Catherina,Hammel,50,1967-10-03,,Financial Services,Affluent Customer,N,No,15.0,F,49
3183,Craig,Phethean,64,1974-06-19,Junior Executive,Health,Mass Customer,N,No,14.0,M,42
3184,Marlee,Brundle,2,1976-11-08,Civil Engineer,Manufacturing,Affluent Customer,N,Yes,7.0,F,40
3185,Duky,Crichley,25,1956-01-18,Senior Financial Analyst,Financial Services,Mass Customer,N,No,10.0,M,60
3186,Rora,Warre,22,1997-05-09,,,Mass Customer,N,Yes,2.0,F,19
3187,Samuele,Roycroft,75,1974-05-12,Senior Quality Engineer,Financial Services,Mass Customer,N,Yes,14.0,M,42
3188,Boyd,,94,1999-07-07,Actuary,Financial Services,Mass Customer,N,No,1.0,M,17
3189,Abbott,Knaggs,40,1963-03-01,Environmental Specialist,Financial Services,Mass Customer,N,No,11.0,M,53
3190,Lizabeth,Carswell,18,1985-02-05,,,Affluent Customer,N,No,15.0,F,31
3191,Bobbette,Amps,29,1959-07-08,Director of Sales,Financial Services,Affluent Customer,N,Yes,12.0,F,57
3192,Illa,Klemenz,37,1968-09-18,Payment Adjustment Coordinator,Financial Services,High Net Worth,N,Yes,16.0,F,48
3193,Augusta,Henryson,6,1978-07-04,Web Designer IV,Property,High Net Worth,N,No,7.0,F,38
3194,Hakeem,Bernardinelli,38,1978-03-11,Physical Therapy Assistant,Manufacturing,Mass Customer,N,No,11.0,M,38
3195,Vickie,West,4,1981-03-30,Tax Accountant,Manufacturing,Mass Customer,N,No,18.0,F,35
3196,Teddi,Adcocks,11,1977-08-04,Engineer IV,Health,Mass Customer,N,No,8.0,F,39
3197,Stern,Ilyenko,83,1976-02-18,Environmental Specialist,Health,High Net Worth,N,No,14.0,M,40
3198,Dur,Knappen,66,1997-08-02,Media Manager III,Manufacturing,Mass Customer,N,Yes,1.0,M,19
3199,Florry,Neasam,98,1969-08-31,Product Engineer,,Mass Customer,N,Yes,15.0,F,47
3200,Marna,,51,1995-11-03,Environmental Tech,Manufacturing,Mass Customer,N,No,1.0,F,21
3201,Zed,Blanckley,61,2000-03-31,Assistant Professor,Financial Services,Mass Customer,N,Yes,1.0,M,16
3202,Garry,Gadson,74,1994-09-10,Office Assistant IV,Financial Services,Mass Customer,N,Yes,2.0,M,22
3203,Swen,Merioth,25,1985-02-05,GIS Technical Architect,,Affluent Customer,N,Yes,7.0,M,31
3204,Ibby,Beedon,51,1994-11-26,Media Manager III,Health,Mass Customer,N,Yes,4.0,F,22
3205,Egan,Flockhart,35,1959-04-20,Account Executive,,Mass Customer,N,No,20.0,M,57
3206,Elbertine,Trewin,32,1995-03-23,Financial Advisor,Financial Services,Mass Customer,N,No,1.0,F,21
3207,Anica,Halfhyde,46,1987-08-29,,,Mass Customer,N,No,21.0,F,29
3208,Jeanne,O'Meara,53,1967-02-06,VP Marketing,,High Net Worth,N,No,15.0,F,49
3209,Clarie,Markushkin,10,1964-03-28,Civil Engineer,Manufacturing,Affluent Customer,N,No,15.0,F,52
3210,Stella,Abreheart,80,1988-02-01,Junior Executive,Manufacturing,Mass Customer,N,No,1.0,F,28
3211,Betsy,Cosh,52,1993-06-12,Automation Specialist II,Health,High Net Worth,N,Yes,7.0,F,23
3212,Corella,Bartomeu,62,1981-01-15,Analog Circuit Design manager,Financial Services,Affluent Customer,N,No,13.0,F,35
3213,Marcile,Vasiliev,27,1971-09-26,,Telecommunications,Affluent Customer,N,Yes,16.0,F,45
3214,Cindelyn,Balas,2,1993-01-21,Software Engineer III,Financial Services,Mass Customer,N,Yes,9.0,F,23
3215,Wolfgang,Raffles,14,1976-09-28,General Manager,,Mass Customer,N,Yes,7.0,M,40
3216,Edgar,Ordish,59,1998-05-08,Database Administrator III,Manufacturing,Mass Customer,N,Yes,1.0,M,18
3217,Lorena,Titterrell,95,1968-03-12,Physical Therapy Assistant,Manufacturing,Mass Customer,N,No,8.0,F,48
3218,Conny,Starbeck,38,1976-02-12,Information Systems Manager,Argiculture,Mass Customer,N,Yes,22.0,F,40
3219,Denyse,Scutts,94,1998-01-06,Web Developer III,Financial Services,Mass Customer,N,No,3.0,F,18
3220,Hunt,Linn,53,1972-07-26,Research Assistant IV,Manufacturing,Affluent Customer,N,No,11.0,M,44
3221,Brigid,Quigley,59,1959-09-25,Internal Auditor,Property,High Net Worth,N,Yes,11.0,F,57
3222,Caralie,Sellors,40,,Senior Editor,IT,Affluent Customer,N,No,,U,
3223,Tiffi,Wortt,44,,Database Administrator III,IT,Mass Customer,N,Yes,,U,
3224,Darell,Mulqueeny,67,1996-03-12,Automation Specialist III,Manufacturing,Affluent Customer,N,No,3.0,F,20
3225,Durante,Reddan,19,1980-06-19,Chief Design Engineer,Health,Mass Customer,N,Yes,4.0,M,36
3226,Andi,Whittet,43,1973-03-29,,Entertainment,Affluent Customer,N,No,11.0,F,43
3227,Costa,Sharpin,37,1995-12-06,,Manufacturing,Affluent Customer,N,No,2.0,M,21
3228,Margette,Donaghie,36,1964-08-16,Social Worker,Health,Mass Customer,N,No,13.0,F,52
3229,Carrol,Gheorghie,69,1964-10-18,Sales Representative,Retail,High Net Worth,N,Yes,6.0,M,52
3230,Calida,Clardge,31,1970-02-14,Executive Secretary,Financial Services,Mass Customer,N,No,12.0,F,46
3231,Cazzie,Gravell,84,1976-05-29,,,Affluent Customer,N,Yes,16.0,M,40
3232,Rose,Milsom,7,1993-10-10,Payment Adjustment Coordinator,Financial Services,Mass Customer,N,Yes,9.0,F,23
3233,Xever,Feeley,7,1959-01-06,Tax Accountant,Financial Services,Mass Customer,N,Yes,17.0,M,57
3234,Mata,Hoggan,35,1987-04-15,Safety Technician II,Manufacturing,Mass Customer,N,Yes,19.0,M,29
3235,Leif,Woolfall,88,1965-05-15,Business Systems Development Analyst,Property,Affluent Customer,N,Yes,12.0,M,51
3236,Edsel,Arguile,37,1993-04-01,,Manufacturing,Mass Customer,N,Yes,5.0,M,23
3237,Astrid,Sumnall,94,1964-08-15,Assistant Manager,Manufacturing,Mass Customer,N,No,13.0,F,52
3238,Sauveur,Edmands,23,1977-07-20,Executive Secretary,Retail,Mass Customer,N,No,14.0,M,39
3239,Wendi,Hew,15,1971-12-06,Staff Scientist,Health,High Net Worth,N,No,5.0,F,45
3240,Ryon,Elsay,90,1976-09-04,Chief Design Engineer,,Mass Customer,N,Yes,6.0,M,40
3241,Milt,Erett,34,1979-10-29,Budget/Accounting Analyst IV,Manufacturing,Mass Customer,N,Yes,16.0,M,37
3242,Lib,Schohier,4,1958-03-07,General Manager,Manufacturing,Affluent Customer,N,Yes,14.0,F,58
3243,Tim,Besset,24,1973-05-19,Media Manager I,Health,Mass Customer,N,No,7.0,M,43
3244,Rosene,Bullar,24,1959-05-08,Systems Administrator I,Financial Services,Mass Customer,N,No,13.0,F,57
3245,Wainwright,Succamore,86,1959-03-27,Graphic Designer,IT,High Net Worth,N,No,7.0,M,57
3246,Norene,Merle,73,1968-05-20,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,4.0,F,48
3247,Bellanca,Raymond,0,1985-04-09,Structural Engineer,Manufacturing,Mass Customer,N,Yes,5.0,F,31
3248,Alastair,Van der Beken,32,1957-05-15,Programmer Analyst II,,Affluent Customer,N,No,5.0,M,59
